time, S_all, I_all, R_all, IR_all, S_c, S_a, S_e, I_c, I_a, I_e, R_c, R_a, R_e
3.0, 127443489.41068023, 2.5535918351299323, 1.0357279241928972, 3.889112121729699e-05, 15758423.976696122, 76499825.36872855, 35185240.06525556, 0.01816497377369536, 1.8068095900402514, 0.7286172713159855, 0.005138904503477176, 0.8244618518446327, 0.20612716784478732
3.1, 127443489.27543566, 2.6347385849669953, 1.0898257603230144, 5.736010408025998e-05, 15758423.975478921, 76499825.28352447, 35185240.01643226, 0.018994597439870073, 1.853849590207811, 0.7618943973193143, 0.005526482148369107, 0.8626259405769272, 0.22167333759771804
3.2, 127443489.135972, 2.718416767673486, 1.1456112185533156, 8.294434149900424e-05, 15758423.974223748, 76499825.19566236, 35185239.96608589, 0.019844967144441984, 1.9025681306312892, 0.7960036698977546, 0.005931285251968501, 0.9017694936825263, 0.23791043961882077
3.3000000000000003, 127443488.99216321, 2.80470204659526, 1.2031347411261895, 0.00011776437349720379, 15758423.972929468, 76499825.10506283, 35185239.91417091, 0.020716806739748045, 1.9530111162881707, 0.8309741235673412, 0.006353724912385568, 0.9419260527050681, 0.2548549635087357
3.4000000000000004, 127443488.84383923, 2.8936964359156176, 1.2624643375190525, 0.00016438497907202813, 15758423.971594553, 76499825.01161872, 35185239.86062595, 0.02161107097815341, 2.005241310440681, 0.8668440544967833, 0.006794376590480241, 0.9831399692895918, 0.27252999163898045
3.5, 127443488.69083002, 2.985501949817857, 1.3236680172093211, 0.00022586426822609972, 15758423.97021747, 76499824.91522293, 35185239.805389635, 0.022528714612023236, 2.059321476351044, 0.9036517588547897, 0.007253815747112448, 1.0254555950811362, 0.2909586063810726
3.6, 127443488.5329656, 3.080220602485279, 1.386813789674413, 0.000305800559396784, 15758423.96879669, 76499824.81576833, 35185239.74840058, 0.023470692393722695, 2.1153143772814866, 0.9414355328100696, 0.007732617843142127, 1.068917281724741, 0.3101638901065301
3.7, 127443488.37007591, 3.177954408101183, 1.4519696643917448, 0.00040837591772725714, 15758423.967330683, 76499824.71314783, 35185239.689597405, 0.024437959075616945, 2.1732827764942333, 0.9802336725313324, 0.008231358339429208, 1.1135693808654452, 0.33016892518687035
3.8000000000000003, 127443488.20199096, 3.2788053808488673, 1.5192036508387328, 0.0005383953150173088, 15758423.965817919, 76499824.60725431, 35185239.62891873, 0.025431469410071145, 2.2332894372515093, 1.0200844741872868, 0.008750612696833623, 1.159456244148288, 0.35099679399361117
3.9000000000000004, 127443488.0285407, 3.382875534911632, 1.5885837584927942, 0.0007013204910652872, 15758423.964256866, 76499824.49798065, 35185239.566303186, 0.02645217814945046, 2.2953971228155394, 1.061026233946642, 0.009290956376215305, 1.2066222232183088, 0.3726705788982701
4.0, 127443487.8495551, 3.490266884472775, 1.6601779968313453, 0.0009032977412926687, 15758423.962645996, 76499824.38521972, 35185239.50168939, 0.027501040046120036, 2.3596685964485484, 1.1030972479781067, 0.009852964838434185, 1.2551116697205462, 0.39521336227236475
4.1000000000000005, 127443487.66486418, 3.6010814437155987, 1.7340543753318034, 0.0011511790194250093, 15758423.960983777, 76499824.26886444, 35185239.43501596, 0.02857900985244505, 2.426166621412763, 1.1463358124503906, 0.0104372135443502, 1.3049689353000402, 0.41864822648741307
4.2, 127443487.47429785, 3.7154212268233993, 1.8102809034715848, 0.0014525359190115262, 15758423.95926868, 76499824.14880766, 35185239.366221525, 0.02968704232079065, 2.4949539609704066, 1.1907802235322025, 0.011044277954823272, 1.3562383716018291, 0.4429982539149324
4.3, 127443487.27768616, 3.833388247979478, 1.8889255907281066, 0.0018156662765276086, 15758423.957499174, 76499824.0249423, 35185239.295244694, 0.030826092203522004, 2.566093378383705, 1.236468777392251, 0.011674733530713343, 1.408964330270953, 0.4682865269264405
4.4, 127443487.07481897, 3.955108559527831, 1.9700724720344092, 0.002249593315234684, 15758423.95567337, 76499823.89713596, 35185239.222009644, 0.03199732812791363, 2.6396628824467556, 1.2834483489531614, 0.012329302430710459, 1.4632011574998265, 0.49454201210387216
4.5, 127443486.86493471, 4.081039098519341, 2.0540261723301687, 0.0027640574172680603, 15758423.953784412, 76499823.76490888, 35185239.14624143, 0.03320486127647489, 2.71595039502772, 1.3318838422151458, 0.013010727533243005, 1.519140715488479, 0.5218747293084467
4.6000000000000005, 127443486.64872307, 4.210766093058842, 2.140510843373782, 0.0033695007669800664, 15758423.951838506, 76499823.62869553, 35185239.06818902, 0.03444505362318127, 2.794691707392394, 1.3816293320432664, 0.013716440279133926, 1.576612752264046, 0.5501816508306019
4.7, 127443486.42590067, 4.344459523530164, 2.2296398054827984, 0.004077045247817688, 15758423.949833104, 76499823.48831743, 35185238.987750135, 0.03571946115866505, 2.875992831447851, 1.4327472309236482, 0.01444743438484769, 1.635689735364855, 0.5795026357330955
4.800000000000001, 127443486.19618425, 4.482289370317146, 2.32152637897477, 0.004898464095421941, 15758423.947765658, 76499823.34359609, 35185238.904822506, 0.037029639873558555, 2.9599597791011685, 1.4852999513424185, 0.01520470356684879, 1.6964441323292354, 0.6098775430786858
4.9, 127443485.9592905, 4.624425613803617, 2.416283884167247, 0.005846147909626997, 15758423.945633613, 76499823.19435301, 35185238.81930386, 0.03837714575849407, 3.0466985622594205, 1.5393499057857025, 0.015989241541601695, 1.7589484106955149, 0.6413462319301306
5.0, 127443485.7149361, 4.771038234373414, 2.514025641377782, 0.006933065706913415, 15758423.943434423, 76499823.04040976, 35185238.73109193, 0.0397635348041039, 3.1363151928296835, 1.5949595067396267, 0.016802042025570896, 1.8232750380020228, 0.6739485613501881
5.1000000000000005, 127443485.46283782, 4.922297212410372, 2.614864970923926, 0.008172721752697358, 15758423.941165539, 76499822.88158783, 35185238.640084445, 0.041190363001020365, 3.2289156827190344, 1.6521911666903177, 0.01764409873522088, 1.8894964817870883, 0.7077243904016166
5.2, 127443485.20271227, 5.078372528298323, 2.7189151931232285, 0.009579108950323314, 15758423.938824408, 76499822.71770874, 35185238.54617912, 0.04265918633987574, 3.324606043834547, 1.7111072981239008, 0.018516405387016117, 1.9576852095890387, 0.7427135781471738
5.300000000000001, 127443484.93427621, 5.239434162421103, 2.8262896282932433, 0.011166659581993324, 15758423.936408484, 76499822.54859401, 35185238.449273705, 0.04417156081130236, 3.423492288083298, 1.7717703135265028, 0.0194199556974211, 2.027913688946204, 0.778955983649618
5.4, 127443484.65724629, 5.405652095162544, 2.9371015967515186, 0.012950194197724415, 15758423.933915215, 76499822.37406518, 35185238.34926591, 0.04572904240593248, 3.5256804273723623, 1.8342426253842492, 0.020355743382900297, 2.1002543873969115, 0.8164914659717069
5.5, 127443484.37133928, 5.5771963069064805, 3.0514644188156073, 0.014944869433671031, 15758423.93134205, 76499822.19394375, 35185238.24605347, 0.047333187114398434, 3.631276473608816, 1.8985866461832663, 0.021324762159918194, 2.17477977247949, 0.8553598841761987
5.6000000000000005, 127443484.0762718, 5.75423677803675, 3.169491414803061, 0.017166125512842915, 15758423.928686444, 76499822.00805125, 35185238.139534116, 0.04898555092733255, 3.7403864386997356, 1.9648647884096815, 0.022328005744939296, 2.25156231173227, 0.8956010973258521
5.7, 127443483.77176061, 5.93694348893718, 3.29129590503143, 0.01962963414154089, 15758423.925945843, 76499821.81620918, 35185238.029605575, 0.05068768983536707, 3.853116334552195, 2.0331394645496186, 0.023366467854428044, 2.3306744726935777, 0.9372549644834243
5.800000000000001, 127443483.45752236, 6.125486419991613, 3.416991209818266, 0.022351247465872116, 15758423.9231177, 76499821.6182391, 35185237.91616557, 0.052441159829134346, 3.9695721730732716, 2.103473087089206, 0.024441142204848956, 2.4121887229017434, 0.9803613447116739
5.9, 127443483.13327381, 6.320035551583874, 3.546690649481119, 0.025346948696584826, 15758423.920199461, 76499821.4139625, 35185237.799111836, 0.05424751689926664, 4.08985996617004, 2.175928068514568, 0.025553022512666494, 2.4961775298950943, 1.0249600970733583
6.0, 127443482.7987316, 6.520760864097803, 3.680507544337541, 0.028632804949162666, 15758423.917188581, 76499821.2032009, 35185237.6783421, 0.05610831703639629, 4.214085725749575, 2.250566821311832, 0.026703102494345137, 2.5827133612119595, 1.0710910806312364
6.1000000000000005, 127443482.45361245, 6.727832337917236, 3.8185552147050843, 0.03222492278147001, 15758423.914082509, 76499820.98577584, 35185237.55375409, 0.058025116231155596, 4.342355463718956, 2.3274517579671237, 0.027892375866349392, 2.6718686843906694, 1.1187941544480657
6.2, 127443482.09736079, 6.941583314336663, 3.9610558883525164, 0.03613940684490077, 15758423.910876242, 76499820.76133731, 35185237.42514724, 0.060000934042695526, 4.474878384039486, 2.4067039962544814, 0.0291228231941043, 2.763784303993964, 1.1681487611644483
6.300000000000001, 127443481.72909334, 7.162543768707576, 4.10836288260017, 0.040392321998415186, 15758423.907561835, 76499820.52932881, 35185237.292202696, 0.06204054877873162, 4.611988020685526, 2.4885151992433183, 0.030397615809123108, 2.8586831604521, 1.219282106338947
6.4, 127443481.34969944, 7.3901801014625335, 4.260120463670544, 0.04499965916931187, 15758423.90414729, 76499820.29031065, 35185237.15524149, 0.06413920885832361, 4.753346116565719, 2.572694776038491, 0.0317135012830381, 2.9563432308030158, 1.272063731584491
6.5, 127443480.95868407, 7.6247892979100484, 4.4165266219588215, 0.04997730518114297, 15758423.900628151, 76499820.04397097, 35185237.01408495, 0.06629960518915483, 4.899139030867105, 2.659350661853789, 0.03307224349190395, 3.0568899905649762, 1.326564387901941
6.6000000000000005, 127443480.5555523, 7.86666834335863, 4.577779347860181, 0.05534101670869892, 15758423.896999964, 76499819.78999795, 35185236.86855438, 0.06852442867890861, 5.049553122776721, 2.748590791903001, 0.03447560631177535, 3.1604489152562474, 1.3828548262921585
6.7, 127443480.13980913, 8.116114223116785, 4.7440766317698015, 0.06110639846315925, 15758423.893258277, 76499819.52807976, 35185236.7184711, 0.07081637023526825, 5.204774751481601, 2.8405231013999153, 0.03592535361870694, 3.267145480395092, 1.4410057977560027
6.800000000000001, 127443479.71095961, 8.373423922493025, 4.9156164640828655, 0.06728888565784938, 15758423.88939863, 76499819.25790456, 35185236.56365642, 0.07317812076591709, 5.364990276168787, 2.93525552555832, 0.03742324928875342, 3.377105161499777, 1.5010880532943351
6.9, 127443479.26850873, 8.638894426795854, 5.09259683519455, 0.07390373075692228, 15758423.885416571, 76499818.9791605, 35185236.403931655, 0.07561237117853843, 5.5303860560253115, 3.0328959995920037, 0.038971057197969436, 3.4904534340885647, 1.5631723439080156
7.0, 127443478.81196153, 8.912822721333786, 5.275215735500035, 0.08096599446595976, 15758423.881307647, 76499818.69153577, 35185236.23911812, 0.0781218123808156, 5.701148450238215, 3.1335524587147554, 0.040570541222409676, 3.607315773679721, 1.6273294205979048
7.1000000000000005, 127443478.34082305, 9.195505791415329, 5.463671155394505, 0.08849054088506124, 15758423.8770674, 76499818.39471853, 35185236.069037125, 0.08070913528043192, 5.877463817994533, 3.2373328381403637, 0.0422234652381288, 3.727817655791512, 1.693630034364864
7.2, 127443477.85459828, 9.487240622348992, 5.658161085273134, 0.09649203671151173, 15758423.872691376, 76499818.08839692, 35185235.89350999, 0.0833770307850707, 6.059518518481304, 3.344345073082616, 0.043931593121181486, 3.8520845559422003, 1.7621449362097525
7.300000000000001, 127443477.35279226, 9.78832419944328, 5.858883515531106, 0.10498495435051299, 15758423.868175121, 76499817.77225913, 35185235.71235802, 0.08612818980241528, 6.2474989108855645, 3.454697098755302, 0.04569668874762241, 3.9802419496500523, 1.8329448771334325
7.4, 127443476.83491006, 10.099053508006708, 6.0660364365636, 0.11398357876860904, 15758423.863514181, 76499817.44599333, 35185235.52540254, 0.08896530324014894, 6.441591354394351, 3.5684968503722097, 0.047520515993506214, 4.112415312433331, 1.9061006081367626
7.5, 127443476.30045663, 10.419725533347783, 6.279817838765794, 0.12350201790513664, 15758423.8587041, 76499817.10928766, 35185235.33246486, 0.09189106200595504, 6.641982208194701, 3.685852263147127, 0.0494048387348876, 4.248730119810302, 1.9816828802206046
7.6000000000000005, 127443475.74893701, 10.750637260775015, 6.500425712532872, 0.1335542164420446, 15758423.853740422, 76499816.76183031, 35185235.13336628, 0.09490815700751688, 6.848857831473655, 3.806871272293844, 0.051351420847821225, 4.389311847299232, 2.059762444385819
7.7, 127443475.17985627, 11.092085675596909, 6.728058048260008, 0.14415397272147412, 15758423.848618696, 76499816.40330943, 35185234.927928135, 0.09801927915251778, 7.062404583418244, 3.931661813026148, 0.053362026208361765, 4.534285970418382, 2.1404100516332654
7.800000000000001, 127443474.59271939, 11.444367763121981, 6.96291283634239, 0.1553149585932618, 15758423.843334462, 76499816.0334132, 35185234.71597172, 0.10122711934864108, 7.282808823215512, 4.0603318205578285, 0.0554384186925639, 4.68377796468602, 2.2236964529638064
7.9, 127443473.98703142, 11.80778050865873, 7.20518806717519, 0.1670507419706796, 15758423.83788327, 76499815.65182978, 35185234.49731837, 0.10453436850357005, 7.510256910052489, 4.192989230102672, 0.05758236217648226, 4.8379133056204076, 2.3096923993782994
8.0, 127443473.36148697, 12.183107140754732, 7.455405894236007, 0.17937481187192883, 15758423.832253369, 76499815.25773677, 35185234.271496825, 0.10794808580807363, 7.745241861758568, 4.329917193188091, 0.05979854592154353, 4.997021366137815, 2.3985859821766486
8.1, 127443472.71531063, 12.57081289752458, 7.713876476665764, 0.19230060572677088, 15758423.82643778, 76499814.85064568, 35185234.03822717, 0.11147247128154429, 7.988056249129916, 4.47128417711312, 0.062089748488471264, 5.16129807572927, 2.490488652448022
8.200000000000001, 127443472.04956976, 12.97025736970554, 7.98017287328719, 0.20584153873188452, 15758423.820446111, 76499814.43122892, 35185233.797894716, 0.11510179176541806, 8.23829535875094, 4.6168602191891805, 0.06445209686093267, 5.330475716925911, 2.585245059500346
8.3, 127443471.36339955, 13.381959441987512, 8.25464100780724, 0.22001103504470437, 15758423.814270578, 76499813.99894169, 35185233.550187275, 0.11884072966208298, 8.496285576801862, 4.766833135523568, 0.06688869191946197, 5.504772732875994, 2.6829795830117855
8.4, 127443470.65593518, 13.806437999060424, 8.537626803932884, 0.23482256061330617, 15758423.807903398, 76499813.55323914, 35185233.29479265, 0.12269396737392728, 8.762353289462911, 4.921390742223587, 0.0694026345445935, 5.684407566727781, 2.7838166026605093
8.5, 127443469.92631191, 14.244211925614202, 8.829476185371082, 0.2502896574490292, 15758423.801336788, 76499813.09357646, 35185233.03139865, 0.12666618730333914, 9.036824882914324, 5.08072085539654, 0.07199702561686157, 5.869598661629535, 2.887880498124686
8.6, 127443469.17366482, 14.695800106338762, 9.130535075828798, 0.26642597915869987, 15758423.794562962, 76499812.6194088, 35185232.75969306, 0.13076207185270672, 9.320026743336328, 5.245011291149727, 0.07467496601680046, 6.060564460729514, 2.9952956490824825
8.700000000000001, 127443468.39712918, 15.161721425924027, 9.441149399013, 0.2832453275642922, 15758423.78757414, 76499812.13019134, 35185232.479363695, 0.1349863034244183, 9.612285256909155, 5.414449865590454, 0.07743955662494453, 6.257523407175986, 3.1061864352120687
8.8, 127443467.59584016, 15.642494769059908, 9.761665078630639, 0.30076169024939514, 15758423.780362537, 76499811.62537925, 35185232.19009837, 0.13934356442086185, 9.91392680981303, 5.589224394826016, 0.08029389832182801, 6.460693944117202, 3.2206772361916083
8.9, 127443466.76893294, 16.13863902043633, 10.092428038388684, 0.31898927888383033, 15758423.772920372, 76499811.1044277, 35185231.89158487, 0.14383853724442566, 10.225277788228187, 5.769522694963718, 0.0832410919879852, 6.670294514701428, 3.338892431699271
9.0, 127443465.91554274, 16.650673064743216, 10.433784201994099, 0.33794256818995544, 15758423.765239857, 76499810.56679186, 35185231.58351101, 0.14847590429749788, 10.546664578334855, 5.955532582110862, 0.08628423850395042, 6.886543562076924, 3.4609564014132244
9.1, 127443465.0348047, 17.17911578667048, 10.786079493153846, 0.357636335426566, 15758423.757313214, 76499810.0119269, 35185231.2655646, 0.15326034798246668, 10.878413566313263, 6.147441872374747, 0.08942643875025799, 7.109659529391951, 3.586993525011636
9.200000000000001, 127443464.12585407, 17.72448607090805, 11.149659835574893, 0.3780857002786982, 15758423.749132656, 76499809.439288, 35185230.93743343, 0.15819655070172034, 11.220851138343649, 6.345438381862681, 0.09267079360744224, 7.339860859794775, 3.7171281821726763
9.3, 127443463.18782604, 18.287302802145838, 11.524871152964193, 0.3993061650539974, 15758423.7406904, 76499808.84833032, 35185230.598805316, 0.16328919485764684, 11.574303680606231, 6.549709926681958, 0.09602040395603736, 7.577365996433647, 3.8514847525745086
9.4, 127443462.21985576, 18.86808486507376, 11.912059369028714, 0.4213136550985814, 15758423.731978666, 76499808.23850903, 35185230.24936806, 0.16854296285263443, 11.939097579281245, 6.7604443229398825, 0.09947837067657772, 7.822393382456834, 3.9901876158953016
9.5, 127443461.22107844, 19.467351144381748, 12.311570407475417, 0.4441245593573758, 15758423.72298967, 76499807.60927932, 35185229.88880946, 0.17396253708907128, 12.31555922054892, 6.977829386743756, 0.10304779464959762, 8.075161461012595, 4.133361151813224
9.600000000000001, 127443460.19062927, 20.085620524759726, 12.723750192011273, 0.46775577101575627, 15758423.713715624, 76499806.96009633, 35185229.516817324, 0.1795525999693457, 12.704014990589496, 7.202052934200884, 0.1067317767556314, 8.335888675249196, 4.281129740006445
9.700000000000001, 127443459.12764347, 20.723411890897594, 13.148944646343232, 0.49222472817079976, 15758423.704148749, 76499806.29041526, 35185229.133079454, 0.1853178338958456, 13.104791275583185, 7.433302781418561, 0.11053341787521326, 8.60479346831489, 4.433617760153129
9.8, 127443458.02928601, 21.382426225813177, 13.588287763658434, 0.517549454491613, 15758423.694263529, 76499805.59845005, 35185228.73657243, 0.19127355252635572, 13.518959498930426, 7.672193174356393, 0.11446291919312497, 8.882590452114954, 4.591234392350355
9.9, 127443456.89546925, 22.06271612542199, 14.041814606565957, 0.5437485998388201, 15758423.684059175, 76499804.88414548, 35185228.3272646, 0.19742024268431319, 13.946552242115704, 7.918743640621973, 0.11852058279554388, 9.169302269930759, 4.753991753839655
10.0, 127443455.72725208, 22.76364627505771, 14.509101628493905, 0.570841480823416, 15758423.673545217, 76499804.14816865, 35185227.905538216, 0.20375220461381582, 14.387168512377466, 8.172725558066427, 0.12270257864372475, 9.464662831713698, 4.921736218136481
10.100000000000001, 127443454.52312353, 23.486123255017688, 14.99075321808199, 0.5988481212946715, 15758423.662708057, 76499803.38956764, 35185227.47084782, 0.21027760612623891, 14.84137910299255, 8.434466545898898, 0.12701433766918074, 9.76905325473797, 5.094685625674838
10.200000000000001, 127443453.28157258, 24.231053645599253, 15.487373763969906, 0.627789292755544, 15758423.651534095, 76499802.60739052, 35185227.022647955, 0.21700461503295732, 15.309754807237773, 8.704294223328521, 0.1314612908034249, 10.082854656277764, 5.273057816888717
10.3, 127443452.0010883, 24.99934402709976, 15.999567654797374, 0.6576865547121354, 15758423.640009733, 76499801.80068542, 35185226.560393155, 0.22394139914534628, 15.792866418389977, 8.982536209564437, 0.13604886897797036, 10.406448153607279, 5.457070632212123
10.4, 127443450.68015975, 25.79190097981656, 16.527939279204098, 0.6885622949709864, 15758423.628121372, 76499800.9685004, 35185226.08353796, 0.23109612627478093, 16.29128472972599, 9.269520123815786, 0.14078250312433033, 10.740214864000713, 5.646941912079056
10.5, 127443449.31727588, 26.609631084046995, 17.073093025829795, 0.7204397699045738, 15758423.615855413, 76499800.10988356, 35185225.59153692, 0.23847696423263642, 16.805580534522647, 9.56557358529171, 0.14566762417401785, 11.084535904732263, 5.8428894969235134
10.600000000000001, 127443447.91092579, 27.45344092008843, 17.635633283314178, 0.7533431447111967, 15758423.603198256, 76499799.22388297, 35185225.08384456, 0.24609208083028797, 17.336324626056786, 9.871024213201355, 0.15070966305854624, 11.439792393076129, 6.0451312271795015
