date,a0009,a1019,a2029,a3039,a4049,a5059,a6069,a7079,a8089,a90,cases
2021/11/10,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,258
2021/11/11,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,254
2021/11/12,25,25,25,25,25,25,25,25,25,25,250
2021/11/13,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,246
2021/11/14,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,242
2021/11/15,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,238
2021/11/16,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,23.4,234
2021/11/17,23,23,23,23,23,23,23,23,23,23,230
2021/11/18,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,226
2021/11/19,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,22.3,223
2021/11/20,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,219
2021/11/21,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,215
2021/11/22,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,211
2021/11/23,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,207
2021/11/24,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,203
2021/11/25,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,199
2021/11/26,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,195
2021/11/27,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,191
2021/11/28,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,187
2021/11/29,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,183
2021/11/30,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,179
